Brand,Model Name,Price,Rating,SIM Type,Hybrid Sim Slot,Touchscreen,Display_size,Operating System,Processor Core,Internal Storage,Primary Camera,Secondary Camera,Network Type,Bluetooth Version,Wi-Fi,GPS Support,SIM Size,Battery Capacity,Width,Height,Weight,SIM Type,Hybrid Sim Slot,Dual Camera Lens,Color
MOTOROLA,Edge 30 Fusion,42999,4.3,Dual Sim,No,Yes,6.55,Android 12,Octa Core,128 GB,50MP + 13MP + 2MP,32MP Front Camera,"5G, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,4400 mAh,71.99 mm,158.48 mm,175 g,Dual Sim,No,Primary Camera,Viva Magenta
SAMSUNG,Galaxy A14 5G,17999,4.1,Dual Sim,Yes,Yes,6.6,Android 13,Octa Core,128 GB,50MP + 2MP,13MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,78 mm,167.7 mm,202 g,Dual Sim,Yes,Primary Camera,Black
Infinix,GT10 Pro,20999,4.2,Dual Sim,No,Yes,6.67,Android 13,Octa Core,256 GB,108MP + 2MP + 2MP,32MP Front Camera,"5G, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,5000 mAh,75.89 mm,162.66 mm,,Dual Sim,No,Primary Camera,Cyber Black
REDMI,A2+,7995,4,Dual Sim,No,Yes,6.52,Android Android 13,Octa Core,64 GB,8MP Rear Camera,,4G VOLTE,,,,Nano Sim,5000 mAh,75.89 mm,162.66 mm,,Dual Sim,No,Primary Camera,Classic Black
realme,10 Pro+ 5G,21999,4.4,Dual Sim,No,Yes,6.7,Android 13,Octa Core,128 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,73.9 mm,161.5 mm,172.5 g,Dual Sim,No,Primary Camera,Nebula Blue
LAVA,A1 2021,1129,4,Dual Sim,No,No,1.77,,,24 MB,0.3MP Rear Camera,,2G,,No,No,Micro,800 mAh,48 mm,112.2 mm,70 g,Dual Sim,No,,"Blue, Silver"
Infinix,GT10 Pro,20999,4.2,Dual Sim,No,Yes,6.67,Android 13,Octa Core,256 GB,108MP + 2MP + 2MP,32MP Front Camera,"5G, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,5000 mAh,75.89 mm,162.66 mm,,Dual Sim,No,Primary Camera,Mirage Silver
realme,10 Pro+ 5G,21999,4.4,Dual Sim,No,Yes,6.7,Android 13,Octa Core,128 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,73.9 mm,161.5 mm,174.5 g,Dual Sim,No,Primary Camera,Hyperspace
OnePlus,10R,27964,4.3,Dual Sim,No,Yes,6.7,Android 12,Octa Core,128 GB,50MP Rear Camera,16MP Front Camera,5G,,,,Nano Sim,5000 mAh,73.9 mm,161.5 mm,174.5 g,Dual Sim,No,Primary Camera,Forest Green
realme,Narzo N55,10585,4.2,Dual Sim,No,Yes,6.72,Android 13,Octa Core,64 GB,64MP Rear Camera,,4G VOLTE,,,,Nano Sim,5000 mAh,73.9 mm,161.5 mm,174.5 g,Dual Sim,No,Primary Camera,Prime Blue
APPLE,iPhone 12,48999,4.6,Dual Sim,No,Yes,6.1,iOS 14,,64 GB,12MP + 12MP,12MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano + eSIM,5000 mAh,71.5 mm,146.7 mm,162 g,Dual Sim,No,Primary Camera,Red
Kechaoda,K28,1255,4,Dual Sim,No,No,2.4,,,64 MB,0.3MP Rear Camera,,2G,,No,,,1700 mAh,71.5 mm,146.7 mm,162 g,Dual Sim,No,,Black
REDMI,A1,6349,4.2,Dual Sim,No,Yes,6.52,Android,,32 GB,5MP Rear Camera,,4G,,,,,5000 mAh,71.5 mm,146.7 mm,162 g,Dual Sim,No,Primary Camera,Light Blue
APPLE,iPhone 14 Plus,83999,4.6,Dual Sim(Nano + eSIM),No,Yes,6.7,iOS 16,Hexa Core,256 GB,12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,5000 mAh,78.1 mm,160.8 mm,203 g,Dual Sim(Nano + eSIM),No,Primary Camera,Blue
LAVA,YUVA 2 PRO,8149,4.1,Dual Sim,No,Yes,6.5,Android 12,Octa Core,64 GB,13MP + 13MP,5MP + 5MP Dual Front Camera,4G VOLTE,V5.1,Yes,Yes,Nano + Nano,5000 mAh,,,204 g,Dual Sim,No,Primary Camera,GLASS LAVENDER
Kechaoda,K28,1275,4,Dual Sim,No,No,2.4,,,64 MB,0.3MP Rear Camera,,2G,,No,,,1700 mAh,,,204 g,Dual Sim,No,,Coffee
OnePlus,11 5G,59390,4.5,Dual Sim,No,Yes,6.7,Android OxygenOS based on Android 13,Octa Core,256 GB,50MP Rear Camera,,5G,,,,,5000 mAh,,,204 g,Dual Sim,No,Primary Camera,Eternal Green
Kechaoda,K28,1250,4,Dual Sim,No,No,2.4,0,,64 MB,0.3MP Rear Camera,,2G,,,,Normal,1700 mAh,,,204 g,Dual Sim,No,,Pink
OnePlus,11 5G,59840,4.3,Dual Sim,No,Yes,6.7,Android OxygenOS based on Android 13,Octa Core,256 GB,50MP Rear Camera,16MP Front Camera,5G,,,,Normal,5000 mAh,,,204 g,Dual Sim,No,Primary Camera,Titan Black
Tecno,Spark Go 2023,7199,4.1,Dual Sim,No,Yes,6.56,Android Android 12,Single Core,64 GB,13MP Rear Camera,,4G VOLTE,,,,Neno-SIM card,5000 mAh,,,204 g,Dual Sim,No,Primary Camera,UYUNI BLUE
Nokia,130 M DS 2023,1999,4.3,Dual Sim,No,No,2.4,Series 30+,,4 MB,13MP Rear Camera,,2G,,,,Neno-SIM card,1450 mAh,,,204 g,Dual Sim,No,Primary Camera,Purple
Snexian,GURU 312,663,3.3,Dual Sim,No,No,1.8,0,,32 MB,0.3MP Rear Camera,,2G,,No,,,800 mAh,,,204 g,Dual Sim,No,,Rose Pink
SAMSUNG,Galaxy M14 5G,15282,4.2,Dual Sim,No,Yes,6.6,Android Android 13.0,Octa Core,128 GB,50MP Rear Camera,,5G,,,,,6000 mAh,,,204 g,Dual Sim,No,,Icy Silver
REDMI,A1+,6599,4.1,Dual Sim,No,Yes,6.52,Android 12 Go,Quad Core,32 GB,8MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.75 mm,164.9 mm,192 g,Dual Sim,No,Primary Camera,Light Green
Nokia,C32,8799,3.7,Dual Sim,No,Yes,6.517,Android 13,Octa Core,64 GB,50MP Rear Camera,8MP Front Camera,"4G, 3G, 2G",,Yes,Yes,Nano Sim,5000 mAh,75.89 mm,164.6 mm,,Dual Sim,No,Primary Camera,Breezy Mint
realme,Narzo 60 5G,20200,4.3,Dual Sim,No,Yes,6.43,Android Android 13,Octa Core,256 GB,64MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,75.89 mm,164.6 mm,,Dual Sim,No,Primary Camera,Mars Orange
realme,Narzo 60 5G,18146,4.3,Dual Sim,No,Yes,6.43,Android Android 13,Octa Core,128 GB,64MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,75.89 mm,164.6 mm,,Dual Sim,No,Primary Camera,?Cosmic Black
vivo,Y27,14999,4.2,Dual Sim,No,Yes,6.64,Android 13,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"2G, 3G, 4G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.17 mm,164.06 mm,190 g,Dual Sim,No,Primary Camera,Burgundy Black
APPLE,Iphone 15 Pro,144900,4.7,Dual Sim(Nano + eSIM),No,Yes,6.1,iOS 17,Hexa Core,256 GB,48MP + 12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,5000 mAh,70.6 mm,146.6 mm,187 g,Dual Sim(Nano + eSIM),No,Primary Camera,Black Titanium
Snexian,GURU 310,675,3.3,Dual Sim,No,No,1.8,iOS 17,Hexa Core,32 MB,1.3MP Rear Camera,,2G,,,,Normal,1000 mAh,70.6 mm,146.6 mm,187 g,Dual Sim,No,,Pink
Nokia,"6310 Dual SIM Feature Mobile, Wireless FM Radio and Rear Camera",3499,3.9,Dual Sim,No,No,2.8,,,16 MB,0.3MP Rear Camera,,2G,v5.0,,,Standard,1150 mAh,56 mm,135.5 mm,,Dual Sim,No,,Green
REDMI,Note 12 Pro 5G,28999,4,Dual Sim,No,Yes,6.67,Android 12,Octa Core,256 GB,50MP (OIS) + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,76.03 mm,162.9 mm,187 g,Dual Sim,No,Primary Camera,Stardust Purple
OPPO,A38,12999,4.6,Dual Sim,Yes,Yes,6.56,Android 13,Octa Core,128 GB,50MP + 2MP,5MP Front Camera,"2G, 3G, 4G",v5.3,Yes,Yes,Nano Sim,5000 mAh,75.03 mm,163.74 mm,190 g,Dual Sim,Yes,Primary Camera,Glowing Gold
Micromax,X379+,968,3.4,Dual Sim,No,No,1.77,,,32 MB,0.3MP Rear Camera,,2G,,,,,1000 mAh,75.03 mm,163.74 mm,190 g,Dual Sim,No,,Black+Grey
Good,Magic,1450,4,Dual Sim,No,No,1.7,,,32 MB,2MP Rear Camera,,2G,,,Yes,MICRO,1050 mAh,45 mm,105 mm,,Dual Sim,No,,Black
Nokia,C32,8799,3.7,Dual Sim,No,Yes,6.517,Android 13,Octa Core,64 GB,50MP Rear Camera,8MP Front Camera,"4G, 3G, 2G",,Yes,Yes,Nano Sim,5000 mAh,75.89 mm,164.6 mm,,Dual Sim,No,Primary Camera,Charcoal
KARBONN,KX 29,1538,3.8,Dual Sim,No,No,2.4,Android 13,Octa Core,32 MB,0.3MP Rear Camera,,2G,,,,,3000 mAh,75.89 mm,164.6 mm,,Dual Sim,No,,Black + Grey
APPLE,Iphone 15,79900,4.8,Dual Sim(Nano + eSIM),No,Yes,6.1,iOS 17,Hexa Core,128 GB,48MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,3000 mAh,71.6 mm,147.6 mm,171 g,Dual Sim(Nano + eSIM),No,Primary Camera,Black
KARBONN,K9 Yuva,1295,3.9,Dual Sim,No,No,1.8,Belle,Single Core,0.32 MB,2MP Rear Camera,,2G,,No,No,,2502 mAh,71.6 mm,147.6 mm,171 g,Dual Sim,No,,White Champagne
REDMI,Note 12 5G,20999,4.1,Dual Sim,Yes,Yes,6.67,Android 12,Octa Core,256 GB,48MP + 8MP + 2MP,13MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,Yes,Primary Camera,Sunrise Gold
Good,Magic,1450,4,Dual Sim,No,No,1.7,,,32 MB,2MP Rear Camera,,2G,,,,,1050 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,,Blue
Good,Magic,1499,4,Dual Sim,No,No,1.7,,,32 MB,2MP Rear Camera,,2G,,,,,1050 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,,Red
realme,Narzo 60 5G,18187,4.3,Dual Sim,No,Yes,6.43,Android Android 13,Octa Core,128 GB,64MP Rear Camera,,5G,,,,,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,Primary Camera,Mars Orange
Snexian,GURU 312,630,3.3,Dual Sim,No,No,1.8,0,,32 MB,0.3MP Rear Camera,,2G,,No,,,800 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,,White
REDMI,A1,6280,4.2,Dual Sim,No,Yes,6.52,Android,,32 GB,5MP Rear Camera,,4G,,,,,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,Primary Camera,Light Green
Tecno,Camon 20,15491,4.3,Dual Sim,No,Yes,6.67,Android Android13,Octa Core,256 GB,64MP Rear Camera,,4G VOLTE,,,,,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,Primary Camera,Glacier Glow
KARBONN,K9 Yuva,1249,3.9,Dual Sim,No,No,1.8,Belle,Single Core,0.32 MB,2MP Rear Camera,,2G,,No,No,,2502 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,,coffee champagne
REDMI,Note 12 Pro 5G,26999,4.2,Dual Sim,No,Yes,6.67,Android 12,Octa Core,256 GB,50MP (OIS) + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,76.03 mm,162.9 mm,187 g,Dual Sim,No,Primary Camera,Onyx Black
GFive,U220i,699,3.2,Dual Sim,No,No,1.8,,,32 MB,0.3MP Rear Camera,,3G,,No,,Normal SIM,1000 mAh,76.03 mm,162.9 mm,187 g,Dual Sim,No,,Black & Red
realme,10 Pro+ 5G,22999,4.4,Dual Sim,No,Yes,6.7,Android 13,Octa Core,128 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,73.9 mm,161.5 mm,172.5 g,Dual Sim,No,Primary Camera,Nebula Blue
realme,10 Pro+ 5G,22999,4.4,Dual Sim,No,Yes,6.7,Android 13,Octa Core,128 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,73.9 mm,161.5 mm,172.5 g,Dual Sim,No,Primary Camera,Dark Matter
realme,10 Pro+ 5G,24999,4.4,Dual Sim,No,Yes,6.7,Android 13,Octa Core,256 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,73.9 mm,161.5 mm,172.5 g,Dual Sim,No,Primary Camera,Dark Matter
Micromax,S115,940,3.7,Dual Sim,No,No,1.77,,Single Core,32 MB,108MP + 8MP + 2MP,16MP Front Camera,2G,,,,Nano Sim,800 mAh,73.9 mm,161.5 mm,172.5 g,Dual Sim,No,Primary Camera,Purple
realme,10 Pro+ 5G,24999,4.4,Dual Sim,No,Yes,6.7,Android 13,Octa Core,256 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,73.9 mm,161.5 mm,172.5 g,Dual Sim,No,Primary Camera,Nebula Blue
REDMI,Note 12 5G,16999,3.9,Dual Sim,Yes,Yes,6.67,Android 12,Octa Core,128 GB,48MP + 8MP + 2MP,13MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,Yes,Primary Camera,Matte Black
POCO,F5 5G,26999,4.3,Dual Sim,No,Yes,6.67,Android 13,Octa Core,256 GB,64MP (OIS) + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,5000 mAh,74.95 mm,161.11 mm,181 g,Dual Sim,No,Primary Camera,Electric Blue
I,"King Talking, Contact icon and Auto Call Recording",774,3.6,Dual Sim,No,No,1.8,Symbian,,32 MB,0.3MP Rear Camera,,2G,,,,Normal,1500 mAh,,,0.2 g,Dual Sim,No,,Black green
Micromax,X379+,989,3.4,Dual Sim,No,No,1.77,,,32 MB,0.3MP Rear Camera,,2G,,,,,1000 mAh,,,0.2 g,Dual Sim,No,,Blue
realme,10 Pro+ 5G,24999,4.4,Dual Sim,No,Yes,6.7,Android 13,Octa Core,256 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,73.9 mm,161.5 mm,174.5 g,Dual Sim,No,Primary Camera,Hyperspace
SAMSUNG,Galaxy S23 5G,79999,4.6,Dual Sim,Yes,Yes,6.1,Android 13,Octa Core,256 GB,50MP + 10MP + 12MP,12MP Front Camera,"5G, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,3900 mAh,70.9 mm,146.3 mm,168 g,Dual Sim,Yes,Primary Camera,Cream
itel,Power 200|2500 mAh battery|Expandable Storage upto 32GB,1399,4,Dual Sim,No,No,1.8,1,,32 MB,0.3MP Rear Camera,,2G,,,,,2500 mAh,70.9 mm,146.3 mm,168 g,Dual Sim,No,,Black
realme,Narzo N55,12469,4.3,Dual Sim,No,Yes,6.72,Android 13,Octa Core,128 GB,64MP Rear Camera,,4G VOLTE,,,,,5000 mAh,70.9 mm,146.3 mm,168 g,Dual Sim,No,Primary Camera,Prime Black
I,"King Talking, Contact icon and Auto Call Recording",774,3.6,Dual Sim,No,No,1.8,Symbian,,64 MB,0.3MP Rear Camera,,2G,,,,Normal,1500 mAh,,,0.2 g,Dual Sim,No,,Black+Blue
itel,Power 200|2500 mAh battery|Expandable Storage upto 32GB,1349,4,Dual Sim,No,No,1.8,1,,32 MB,0.3MP Rear Camera,,2G,,,,,2500 mAh,,,0.2 g,Dual Sim,No,,Blue
realme,C30s,6999,4.4,Dual Sim,No,Yes,6.5,Android 12,Octa Core,32 GB,8MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v4.2,,Yes,Nano Sim,5000 mAh,75.7 mm,164.2 mm,186 g,Dual Sim,No,,Stripe Black
APPLE,iPhone 14,64999,4.6,Dual Sim(Nano + eSIM),No,Yes,6.1,iOS 16,Hexa Core,128 GB,12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,3279 mAh,71.5 mm,146.7 mm,172 g,Dual Sim(Nano + eSIM),No,Primary Camera,(PRODUCT)RED
Micromax,X412,919,3.9,Dual Sim,No,No,1.77,,,32 MB,12MP + 12MP,12MP Front Camera,2G,,,,Nano Sim + eSIM,800 mAh,71.5 mm,146.7 mm,172 g,Dual Sim,No,Primary Camera,Black&Red
Nokia,"110 Dual sim Keypad Phone with FM Radio, Auto Call Recording",2185,4.1,Dual Sim,No,No,1.77,,,4 MB,0.08MP Rear Camera,,2G,,No,No,Mini Sim,800 mAh,,,73 g,Dual Sim,No,,Rose Gold
Micromax,X412,997,3.9,Dual Sim,No,No,1.77,,,32 MB,0.08MP Rear Camera,,2G,,,,Mini Sim,800 mAh,,,73 g,Dual Sim,No,,Blue
vivo,Y27,14999,4.2,Dual Sim,No,Yes,6.64,Android 13,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"2G, 3G, 4G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.17 mm,164.06 mm,190 g,Dual Sim,No,Primary Camera,Garden Green
Tecno,Spark Go 2023,6689,4.1,Dual Sim,No,Yes,6.56,Android 12,,32 GB,13MP Rear Camera,,4G VOLTE,,,,Neno-SIM card,5000 mAh,,,220 g,Dual Sim,No,Primary Camera,UYUNI BLUE
DIZO,Star 500,1750,3.9,Dual Sim,No,No,2.8,,,32 MB,0.3MP Rear Camera,,2G,v2.1,,,Micro SIM + Micro SIM,1900 mAh,55.4 mm,132.5 mm,108 g,Dual Sim,No,,Green
vivo,V23 Pro 5G,29390,4.3,Dual Sim,No,Yes,6.56,Android 12,Octa Core,128 GB,108MP + 8MP + 2MP,50MP + 8MP Dual Front Camera,"5G, 4G, 3G, 2G",v5.2,Yes,Yes,Nano SIM,4300 mAh,73.27 mm,159.46 mm,171 g,Dual Sim,No,Primary & Secondary Camera,Sunshine Gold
SAMSUNG,Galaxy F13,11999,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,128 GB,50MP + 5MP + 2MP,8MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.9 mm,165.4 mm,207 g,Dual Sim,No,Primary Camera,Nightsky Green
OnePlus,10R,27964,4.3,Dual Sim,No,Yes,6.7,Android 12,Octa Core,128 GB,50MP Rear Camera,16MP Front Camera,5G,,,,Nano Sim,5000 mAh,76.9 mm,165.4 mm,207 g,Dual Sim,No,Primary Camera,Forest Green
itel,it2163s,999,4.1,Dual Sim,No,No,1.8,,Single Core,4 MB,0.3MP Rear Camera,,2G,,,,,1200 mAh,76.9 mm,165.4 mm,207 g,Dual Sim,No,,Dark Green
LAVA,A7 Torch,1498,3.8,Dual Sim,No,No,2.4,,,32 MB,0.3MP Rear Camera,0MP Front Camera,2G,3.2,,,Regular Sim,2575 mAh,53 mm,124 mm,190 g,Dual Sim,No,,Blue
Micromax,S115,853,3.7,Dual Sim,No,No,1.77,,Single Core,32 MB,0.3MP Rear Camera,0MP Front Camera,2G,,,,Regular Sim,1000 mAh,53 mm,124 mm,190 g,Dual Sim,No,,Red+Black
POCO,F5 5G,26999,4.3,Dual Sim,No,Yes,6.67,Android 13,Octa Core,256 GB,64MP (OIS) + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,5000 mAh,74.95 mm,161.11 mm,181 g,Dual Sim,No,Primary Camera,Carbon Black
SAMSUNG,GALAXY M13,13000,4.2,Dual Sim,No,Yes,6.6,Android Q 12,Octa Core,128 GB,50MP Rear Camera,,4G VOLTE,,,,Nano Sim,6000 mAh,74.95 mm,161.11 mm,181 g,Dual Sim,No,Primary Camera,Midnight Blue
SAMSUNG,GT-E1215ZKAINS,1150,4.3,Single Sim,No,No,1.5,,,,,,2G,,No,No,Mini SIM,800 mAh,45.5 mm,109.5 mm,65.1 g,Single Sim,No,,Black
Nokia,110 4G,2299,3.8,Dual Sim,No,No,6.7,,,32 MB,0.08MP Rear Camera,,"4G, 3G, 2G",,No,No,Nano Sim,1450 mAh,,,94.5 g,Dual Sim,No,,Arctic Purple
MOTOROLA,Edge 30,26999,4.1,Dual Sim,No,Yes,6.55,Android 12,Octa Core,128 GB,50MP + 50MP + 2MP,32MP Front Camera,"5G, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,4020 mAh,74.236 mm,159.38 mm,155 g,Dual Sim,No,Primary Camera,Aurora Green
vivo,V27 5G,36999,4.4,Dual Sim,Yes,Yes,6.78,Android 13,Octa Core,256 GB,50MP (OIS) + 8MP + 2MP,50MP Front Camera,"5G, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,4600 mAh,74.8 mm,164.1 mm,180 g,Dual Sim,Yes,Primary Camera,Noble Black
Micromax,X809,1339,3.7,Dual Sim,No,No,2.8,,,32 MB,1MP Rear Camera,,2G,,,,Nano Sim,1000 mAh,74.8 mm,164.1 mm,180 g,Dual Sim,No,,Blue
OPPO,A17,11999,4.3,Dual Sim,No,Yes,6.56,Android 12,Octa Core,64 GB,50MP + 0.3MP + 0.3MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,5000 mAh,75.6 mm,164.2 mm,189 g,Dual Sim,No,Primary Camera,Midnight Black
DIZO,Star 500,1680,3.9,Dual Sim,No,No,2.8,,,32 MB,0.3MP Rear Camera,,2G,v2.1,,,Micro SIM + Micro SIM,1900 mAh,55.4 mm,132.5 mm,108 g,Dual Sim,No,,Black
SAMSUNG,Galaxy F04,8499,4.2,Dual Sim,No,Yes,6.5,Android 12,,64 GB,13MP + 2MP,5MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,75.9 mm,164.2 mm,188 g,Dual Sim,No,Primary Camera,Jade Purple
REDMI,Note 12 5G,16999,3.9,Dual Sim,Yes,Yes,6.67,Android 12,Octa Core,128 GB,48MP + 8MP + 2MP,13MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,Yes,Primary Camera,Frosted Green
POCO,X5 Pro 5G,19999,4.3,Dual Sim,No,Yes,6.67,Android 12,Octa Core,128 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.03 mm,162.91 mm,181 g,Dual Sim,No,Primary Camera,Yellow
vivo,V27 5G,36999,4.4,Dual Sim,Yes,Yes,6.78,Android 13,Octa Core,256 GB,50MP (OIS) + 8MP + 2MP,50MP Front Camera,"5G, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,4600 mAh,74.8 mm,164.1 mm,180 g,Dual Sim,Yes,Primary Camera,Magic Blue
realme,10 Pro+ 5G,21999,4.4,Dual Sim,No,Yes,6.7,Android 13,Octa Core,128 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,5000 mAh,73.9 mm,161.5 mm,172.5 g,Dual Sim,No,Primary Camera,Dark Matter
APPLE,iPhone 12,51999,4.6,Dual Sim,No,Yes,6.1,iOS 14,,128 GB,12MP + 12MP,12MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano + eSIM,2815 mAh,71.5 mm,146.7 mm,162 g,Dual Sim,No,Primary Camera,Red
OnePlus,11 5G,54997,4.4,Dual Sim,No,Yes,6.7,Android OxygenOS based on Android 13,Octa Core,128 GB,50MP Rear Camera,16MP Front Camera,5G,,,,Nano + eSIM,5000 mAh,71.5 mm,146.7 mm,162 g,Dual Sim,No,Primary Camera,Eternal Green
Kechaoda,K90,1490,3.5,Triple Sim,No,No,3.5,,,32 MB,1.3MP Rear Camera,,2G,,,,,5000 mAh,,,101 g,Triple Sim,No,,Green & Black
OnePlus,Nord 3 5G,37800,4.3,Dual Sim,No,Yes,6.74,Android ANdroid 13 OxygenOS,Octa Core,256 GB,50MP Rear Camera,,5G,,,,,5000 mAh,,,101 g,Dual Sim,No,Primary Camera,Tempest Gray
Kechaoda,K9,1299,4.1,Dual Sim,No,No,2.4,0,,64 MB,0.3MP Rear Camera,,2G,,,,Mini SIM,1700 mAh,,,101 g,Dual Sim,No,,Black
LAVA,GEM POWER,1699,4.1,Dual Sim,No,No,2.8,,,4 MB,2MP Rear Camera,,2G,,No,No,,2575 mAh,,,101 g,Dual Sim,No,,Black
Kechaoda,K9,1299,4.1,Dual Sim,No,No,2.4,0,,64 MB,0.3MP Rear Camera,,2G,,,,Mini SIM,1700 mAh,,,101 g,Dual Sim,No,,Champagne Gold
Eunity,U1 310,597,3.1,Dual Sim,No,No,1.8,,,16 MB,0.3MP Rear Camera,,2G,,,,,1000 mAh,,,101 g,Dual Sim,No,,"Black, Green"
Tecno,Spark Go 2023,6350,4.1,Dual Sim,No,Yes,6.56,Android 12,,32 GB,13MP Rear Camera,,4G VOLTE,,,,Neno-SIM card,5000 mAh,,,220 g,Dual Sim,No,Primary Camera,Orange
Energizer,Hardcase E100,1349,3.8,Dual Sim,No,No,2.4,,,32 MB,0.3MP Rear Camera,,2G,v2.1,,No,Mini SIM + Mini SIM,1500 mAh,63 mm,129 mm,112 g,Dual Sim,No,,Black
SAMSUNG,Galaxy M04,8184,4.1,Dual Sim,No,Yes,6.5,Android 12,Octa Core,64 GB,13MP + 2MP,5MP Front Camera,4G,,Yes,Yes,Nano,5000 mAh,76 mm,164 mm,188 g,Dual Sim,No,Primary Camera,Light Green
OPPO,A38,12999,4.6,Dual Sim,Yes,Yes,6.56,Android 13,Octa Core,128 GB,50MP + 2MP,5MP Front Camera,"2G, 3G, 4G",v5.3,Yes,Yes,Nano Sim,5000 mAh,75.03 mm,163.74 mm,190 g,Dual Sim,Yes,Primary Camera,Glowing Black
